ID,Rep,Landmark,X,Y
Leaf_12a,1,2,1130.5,2031.5
Leaf_12a,1,3,1124.833,2020.833
Leaf_12a,1,4,1141.667,2021.667
Leaf_12a,1,5,1130.333,2036.833
Leaf_12a,1,6,998.833,2036.167
Leaf_12a,1,7,1269.667,2039.333
Leaf_12a,1,8,996.5,1929.0
Leaf_12a,1,9,1289.0,1948.5
Leaf_12a,1,10,1055.5,2027.5
Leaf_12a,1,11,1200.167,2038.5
Leaf_12a,1,12,1105.5,1998.0
Leaf_12a,1,13,1180.5,1986.5
Leaf_12a,1,14,1069.0,1949.0
Leaf_12a,1,15,1185.75,1971.5
Leaf_12b,1,1,1287.333,1477.667
Leaf_12b,1,2,1293.0,1877.5
Leaf_12b,1,3,1260.167,1813.167
Leaf_12b,1,4,1354.5,1818.5
Leaf_12b,1,5,1299.833,1765.833
Leaf_12b,1,6,1150.167,1746.833
Leaf_12b,1,7,1458.25,1783.5
Leaf_12b,1,8,1175.833,1613.5
Leaf_12b,1,9,1436.5,1647.0
Leaf_12b,1,10,1212.5,1806.25
Leaf_12b,1,11,1398.167,1840.833
Leaf_12b,1,12,1229.167,1718.833
Leaf_12b,1,13,1371.5,1758.5
Leaf_12b,1,14,1206.5,1657.0
Leaf_12b,1,15,1391.167,1649.833
Leaf_12c,1,1,1127.0,1505.0
Leaf_12c,1,2,1078.167,1969.167
Leaf_12c,1,3,1060.5,1950.167
Leaf_12c,1,4,1091.833,1961.167
Leaf_12c,1,5,1080.0,1930.5
Leaf_12c,1,6,931.0,1924.5
Leaf_12c,1,7,1231.833,1936.333
Leaf_12c,1,8,934.5,1848.5
Leaf_12c,1,9,1236.0,1852.5
Leaf_12c,1,10,1002.5,1950.5
Leaf_12c,1,11,1157.5,1975.5
Leaf_12c,1,12,1046.5,1922.5
Leaf_12c,1,13,1145.167,1904.0
Leaf_12c,1,14,1019.0,1869.25
Leaf_12c,1,15,1167.167,1860.5
Leaf_13a,1,1,1089.0,1534.0
Leaf_13a,1,2,1084.833,1988.5
Leaf_13a,1,3,1070.833,1968.833
Leaf_13a,1,4,1097.167,1972.5
Leaf_13a,1,5,1085.5,1880.5
Leaf_13a,1,6,943.5,1873.833
Leaf_13a,1,7,1223.833,1886.5
Leaf_13a,1,8,974.5,1726.167
Leaf_13a,1,9,1218.0,1808.0
Leaf_13a,1,10,1007.167,1931.5
Leaf_13a,1,11,1159.0,1943.5
Leaf_13a,1,12,1058.5,1940.5
Leaf_13a,1,13,1114.833,1937.167
Leaf_13a,1,14,1029.833,1868.5
Leaf_13a,1,15,1135.833,1889.833
Leaf_13b,1,1,1161.0,1433.75
Leaf_13b,1,2,1160.5,1935.75
Leaf_13b,1,3,1141.5,1902.5
Leaf_13b,1,4,1176.833,1919.167
Leaf_13b,1,5,1163.0,1917.0
Leaf_13b,1,6,1004.5,1927.5
Leaf_13b,1,7,1341.5,1904.5
Leaf_13b,1,8,1019.5,1805.25
Leaf_13b,1,9,1321.5,1773.0
Leaf_13b,1,10,1080.5,1928.5
Leaf_13b,1,11,1248.833,1912.833
Leaf_13b,1,12,1112.5,1844.167
Leaf_13b,1,13,1228.5,1862.5
Leaf_13b,1,14,1093.5,1778.833
Leaf_13b,1,15,1258.5,1786.167
Leaf_14a,1,1,1247.0,1400.0
Leaf_14a,1,2,1201.5,1983.5
Leaf_14a,1,3,1195.5,1973.5
Leaf_14a,1,4,1207.5,1974.167
Leaf_14a,1,5,1204.0,1924.5
Leaf_14a,1,6,1013.0,1909.75
Leaf_14a,1,7,1388.833,1939.5
Leaf_14a,1,8,1040.167,1819.833
Leaf_14a,1,9,1380.375,1829.0
Leaf_14a,1,10,1111.5,1950.833
Leaf_14a,1,11,1292.833,1958.833
Leaf_14a,1,12,1177.5,1927.167
Leaf_14a,1,13,1222.375,1949.75
Leaf_14a,1,14,1146.833,1845.5
Leaf_14a,1,15,1254.333,1888.5
Leaf_14b,1,1,1252.167,1505.167
Leaf_14b,1,2,1254.5,2069.5
Leaf_14b,1,3,1239.833,2049.833
Leaf_14b,1,4,1268.833,2022.5
Leaf_14b,1,5,1241.25,1961.0
Leaf_14b,1,6,1020.25,1975.0
Leaf_14b,1,7,1465.0,1948.0
Leaf_14b,1,8,1052.75,1878.333
Leaf_14b,1,9,1423.833,1866.833
Leaf_14b,1,10,1129.833,2040.167
Leaf_14b,1,11,1366.75,2009.125
Leaf_14b,1,12,1194.25,1984.75
Leaf_14b,1,13,1290.167,1979.167
Leaf_14b,1,14,1161.833,1924.333
Leaf_14b,1,15,1320.833,1904.5
Leaf_14c,1,1,1133.5,1154.5
Leaf_14c,1,2,1124.0,1877.0
Leaf_14c,1,3,1115.0,1865.0
Leaf_14c,1,4,1131.5,1872.5
Leaf_14c,1,5,1105.5,1699.5
Leaf_14c,1,6,821.25,1713.25
Leaf_14c,1,7,1384.833,1683.167
Leaf_14c,1,8,886.833,1600.167
Leaf_14c,1,9,1326.167,1575.833
Leaf_14c,1,10,975.167,1802.5
Leaf_14c,1,11,1257.5,1782.5
Leaf_14c,1,12,1030.833,1734.167
Leaf_14c,1,13,1170.833,1738.167
Leaf_14c,1,14,1018.75,1681.75
Leaf_14c,1,15,1195.833,1676.833
Leaf_15b,1,1,1189.5,1858.667
Leaf_15b,1,2,1215.5,2220.667
Leaf_15b,1,3,1211.333,2214.333
Leaf_15b,1,4,1218.167,2217.167
Leaf_15b,1,5,1215.25,2094.75
Leaf_15b,1,6,1076.0,2091.25
Leaf_15b,1,7,1351.5,2097.75
Leaf_15b,1,8,1110.833,2032.0
Leaf_15b,1,9,1280.167,1974.5
Leaf_15b,1,10,1129.667,2177.0
Leaf_15b,1,11,1309.5,2174.5
Leaf_15b,1,12,1177.75,2166.5
Leaf_15b,1,13,1241.0,2188.5
Leaf_15b,1,14,1156.833,2126.5
Leaf_15b,1,15,1264.833,2153.5
Leaf_15c,1,1,1177.833,1911.833
Leaf_15c,1,2,1195.5,2317.833
Leaf_15c,1,3,1191.625,2312.875
Leaf_15c,1,4,1201.75,2310.0
Leaf_15c,1,5,1195.167,2184.167
Leaf_15c,1,6,1054.0,2191.375
Leaf_15c,1,7,1346.167,2173.5
Leaf_15c,1,8,1088.75,2101.375
Leaf_15c,1,9,1308.75,2095.0
Leaf_15c,1,10,1121.375,2257.875
Leaf_15c,1,11,1274.083,2258.667
Leaf_15c,1,12,1153.25,2213.125
Leaf_15c,1,13,1236.167,2230.5
Leaf_15c,1,14,1148.0,2190.125
Leaf_15c,1,15,1243.0,2210.0
Leaf_16b,1,1,1172.833,1476.833
Leaf_16b,1,2,1214.0,2103.0
Leaf_16b,1,3,1202.25,2095.5
Leaf_16b,1,4,1221.75,2090.25
Leaf_16b,1,5,1206.75,1920.5
Leaf_16b,1,6,1002.75,1945.0
Leaf_16b,1,7,1400.75,1897.5
Leaf_16b,1,8,1039.167,1815.5
Leaf_16b,1,9,1362.5,1796.5
Leaf_16b,1,10,1093.0,2042.5
Leaf_16b,1,11,1311.167,2015.833
Leaf_16b,1,12,1166.667,2029.5
Leaf_16b,1,13,1242.0,2033.0
Leaf_16b,1,14,1140.5,1953.0
Leaf_16b,1,15,1256.75,1991.375
Leaf_16c,1,1,1179.167,1563.833
Leaf_16c,1,2,1181.833,2009.167
Leaf_16c,1,3,1150.5,1930.5
Leaf_16c,1,4,1224.875,1935.5
Leaf_16c,1,5,1188.25,1851.75
Leaf_16c,1,6,1036.833,1858.5
Leaf_16c,1,7,1319.833,1880.5
Leaf_16c,1,8,1074.625,1708.75
Leaf_16c,1,9,1301.25,1754.0
Leaf_16c,1,10,1106.75,1930.667
Leaf_16c,1,11,1252.5,1952.5
Leaf_16c,1,12,1133.5,1879.5
Leaf_16c,1,13,1265.167,1833.833
Leaf_16c,1,14,1117.833,1786.0
Leaf_16c,1,15,1279.333,1777.0
Leaf_17a,1,1,1236.167,1623.667
Leaf_17a,1,2,1211.667,2118.333
Leaf_17a,1,3,1177.5,2093.25
Leaf_17a,1,4,1224.0,2101.75
Leaf_17a,1,5,1213.5,1994.75
Leaf_17a,1,6,1011.417,2005.5
Leaf_17a,1,7,1419.833,1981.667
Leaf_17a,1,8,1079.5,1832.5
Leaf_17a,1,9,1365.5,1851.167
Leaf_17a,1,10,1102.625,2088.25
Leaf_17a,1,11,1333.75,2090.25
Leaf_17a,1,12,1138.167,2041.5
Leaf_17a,1,13,1282.5,2032.5
Leaf_17a,1,14,1124.167,2008.833
Leaf_17a,1,15,1290.5,2020.5
Leaf_17b,1,1,1202.0,1790.5
Leaf_17b,1,2,1205.0,2318.0
Leaf_17b,1,3,1201.75,2307.5
Leaf_17b,1,4,1223.0,2265.5
Leaf_17b,1,5,1212.167,2177.833
Leaf_17b,1,6,1047.167,2161.167
Leaf_17b,1,7,1364.167,2195.5
Leaf_17b,1,8,1072.5,2087.75
Leaf_17b,1,9,1359.25,2124.125
Leaf_17b,1,10,1130.5,2231.5
Leaf_17b,1,11,1282.0,2241.167
Leaf_17b,1,12,1178.333,2223.333
Leaf_17b,1,13,1251.75,2208.0
Leaf_17b,1,14,1165.5,2177.0
Leaf_17b,1,15,1274.25,2146.5
Leaf_17c,1,1,1214.5,1558.5
Leaf_17c,1,2,1139.5,2181.0
Leaf_17c,1,3,1127.5,2144.0
Leaf_17c,1,4,1156.5,2137.167
Leaf_17c,1,5,1145.75,2006.0
Leaf_17c,1,6,937.75,1978.5
Leaf_17c,1,7,1359.5,2032.167
Leaf_17c,1,8,964.0,1892.0
Leaf_17c,1,9,1349.167,1910.167
Leaf_17c,1,10,1035.5,2084.5
Leaf_17c,1,11,1261.5,2088.5
Leaf_17c,1,12,1094.0,2057.5
Leaf_17c,1,13,1202.167,2052.5
Leaf_17c,1,14,1070.833,2015.167
Leaf_17c,1,15,1223.833,2013.167
Leaf_18a,1,1,1042.0,1943.75
Leaf_18a,1,2,1075.833,2291.167
Leaf_18a,1,3,1063.333,2279.5
Leaf_18a,1,4,1088.167,2271.5
Leaf_18a,1,5,1068.75,2216.875
Leaf_18a,1,6,951.875,2223.625
Leaf_18a,1,7,1178.917,2211.167
Leaf_18a,1,8,958.188,2150.062
Leaf_18a,1,9,1164.0,2146.5
Leaf_18a,1,10,1024.0,2255.5
Leaf_18a,1,11,1123.75,2248.0
Leaf_18a,1,12,1035.0,2230.5
Leaf_18a,1,13,1092.167,2248.167
Leaf_18a,1,14,1014.75,2194.25
Leaf_18a,1,15,1110.5,2180.0
Leaf_18b,1,1,1261.5,1714.5
Leaf_18b,1,2,1257.833,2012.333
Leaf_18b,1,3,1250.833,2007.667
Leaf_18b,1,4,1265.0,1999.5
Leaf_18b,1,5,1259.75,1957.75
Leaf_18b,1,6,1140.25,1946.375
Leaf_18b,1,7,1384.875,1969.25
Leaf_18b,1,8,1160.75,1889.833
Leaf_18b,1,9,1368.417,1894.5
Leaf_18b,1,10,1195.25,1993.875
Leaf_18b,1,11,1330.833,2000.167
Leaf_18b,1,12,1233.5,1979.0
Leaf_18b,1,13,1289.0,1973.5
Leaf_18b,1,14,1222.833,1959.833
Leaf_18b,1,15,1300.75,1947.5
Leaf_19b,1,1,1247.5,1456.0
Leaf_19b,1,2,1210.5,2027.5
Leaf_19b,1,3,1199.167,2004.167
Leaf_19b,1,4,1232.167,1979.5
Leaf_19b,1,5,1220.75,1881.375
Leaf_19b,1,6,1034.0,1867.0
Leaf_19b,1,7,1424.5,1895.75
Leaf_19b,1,8,1062.0,1771.5
Leaf_19b,1,9,1410.125,1809.875
Leaf_19b,1,10,1128.0,1939.0
Leaf_19b,1,11,1316.5,1958.5
Leaf_19b,1,12,1183.5,1948.833
Leaf_19b,1,13,1263.833,1916.833
Leaf_19b,1,14,1160.5,1879.5
Leaf_19b,1,15,1278.5,1889.167
Leaf_19a,1,1,1174.25,1825.0
Leaf_19a,1,2,1149.5,2230.25
Leaf_19a,1,3,1136.5,2218.333
Leaf_19a,1,4,1158.167,2217.833
Leaf_19a,1,5,1152.167,2126.5
Leaf_19a,1,6,1006.333,2112.5
Leaf_19a,1,7,1328.5,2141.0
Leaf_19a,1,8,1012.167,2061.333
Leaf_19a,1,9,1299.0,2044.0
Leaf_19a,1,10,1063.5,2186.5
Leaf_19a,1,11,1247.5,2205.833
Leaf_19a,1,12,1117.0,2189.167
Leaf_19a,1,13,1176.875,2195.875
Leaf_19a,1,14,1094.875,2150.25
Leaf_19a,1,15,1210.167,2160.167
Leaf_19c,1,1,1196.0,1572.0
Leaf_19c,1,2,1208.833,2115.167
Leaf_19c,1,3,1182.5,2039.0
Leaf_19c,1,4,1233.5,2047.5
Leaf_19c,1,5,1211.0,1942.25
Leaf_19c,1,6,1006.667,1944.0
Leaf_19c,1,7,1400.667,1940.167
Leaf_19c,1,8,1044.5,1845.167
Leaf_19c,1,9,1370.833,1842.5
Leaf_19c,1,10,1101.333,2036.167
Leaf_19c,1,11,1299.833,2034.167
Leaf_19c,1,12,1142.833,1963.833
Leaf_19c,1,13,1264.5,1981.0
Leaf_19c,1,14,1126.167,1915.833
Leaf_19c,1,15,1274.167,1936.5
Leaf_20a,1,1,1199.5,1373.833
Leaf_20a,1,2,1173.833,2069.833
Leaf_20a,1,3,1124.833,1995.167
Leaf_20a,1,4,1214.0,2017.75
Leaf_20a,1,5,1175.667,1911.333
Leaf_20a,1,6,900.0,1926.5
Leaf_20a,1,7,1452.167,1895.167
Leaf_20a,1,8,960.75,1799.0
Leaf_20a,1,9,1347.5,1696.833
Leaf_20a,1,10,1030.75,2027.5
Leaf_20a,1,11,1343.5,2035.5
Leaf_20a,1,12,1082.5,1918.5
Leaf_20a,1,13,1273.167,1938.833
Leaf_20a,1,14,1052.5,1815.5
Leaf_20a,1,15,1300.167,1838.5
Leaf_20b,1,1,1234.167,1615.833
Leaf_20b,1,2,1211.167,2155.167
Leaf_20b,1,3,1193.167,2144.5
Leaf_20b,1,4,1218.75,2147.75
Leaf_20b,1,5,1208.5,2087.0
Leaf_20b,1,6,1007.167,2077.333
Leaf_20b,1,7,1407.125,2095.625
Leaf_20b,1,8,1079.667,1893.0
Leaf_20b,1,9,1370.5,1954.333
Leaf_20b,1,10,1102.5,2152.5
Leaf_20b,1,11,1317.75,2143.0
Leaf_20b,1,12,1172.833,2116.5
Leaf_20b,1,13,1262.0,2089.25
Leaf_20b,1,14,1145.5,2062.5
Leaf_20b,1,15,1291.667,2007.0
Leaf_20c,1,1,1207.167,1595.333
Leaf_20c,1,2,1194.0,2291.5
Leaf_20c,1,3,1163.5,2221.0
Leaf_20c,1,4,1208.0,2256.0
Leaf_20c,1,5,1179.833,2005.167
Leaf_20c,1,6,970.5,1990.167
Leaf_20c,1,7,1392.167,2020.833
Leaf_20c,1,8,1015.5,1881.833
Leaf_20c,1,9,1369.333,1932.167
Leaf_20c,1,10,1077.5,2144.75
Leaf_20c,1,11,1287.5,2140.5
Leaf_20c,1,12,1116.0,2071.75
Leaf_20c,1,13,1237.833,2076.167
Leaf_20c,1,14,1093.833,1984.5
Leaf_20c,1,15,1260.5,1978.167
Leaf_21a,1,1,1195.0,1684.0
Leaf_21a,1,2,1214.5,2244.5
Leaf_21a,1,3,1204.5,2236.0
Leaf_21a,1,4,1227.75,2232.0
Leaf_21a,1,5,1219.0,2183.5
Leaf_21a,1,6,989.5,2191.667
Leaf_21a,1,7,1451.333,2175.5
Leaf_21a,1,8,1010.0,2115.5
Leaf_21a,1,9,1409.875,2034.25
Leaf_21a,1,10,1099.833,2233.833
Leaf_21a,1,11,1338.0,2225.375
Leaf_21a,1,12,1177.833,2193.833
Leaf_21a,1,13,1265.167,2188.167
Leaf_21a,1,14,1139.0,2126.5
Leaf_21a,1,15,1304.5,2131.5
Leaf_21c,1,1,1207.167,1565.833
Leaf_21c,1,2,1160.0,2100.5
Leaf_21c,1,3,1138.5,2071.5
Leaf_21c,1,4,1171.833,2080.5
Leaf_21c,1,5,1153.167,1978.5
Leaf_21c,1,6,943.25,1967.5
Leaf_21c,1,7,1354.0,1988.5
Leaf_21c,1,8,993.833,1851.0
Leaf_21c,1,9,1322.75,1856.0
Leaf_21c,1,10,1048.5,2039.5
Leaf_21c,1,11,1260.167,2026.833
Leaf_21c,1,12,1109.167,1999.5
Leaf_21c,1,13,1207.833,1956.5
Leaf_21c,1,14,1081.833,1896.167
Leaf_21c,1,15,1235.5,1883.833
Leaf_21b,1,1,1189.167,1273.833
Leaf_21b,1,2,1188.5,1967.5
Leaf_21b,1,3,1170.5,1947.0
Leaf_21b,1,4,1197.5,1951.0
Leaf_21b,1,5,1180.25,1829.5
Leaf_21b,1,6,951.5,1842.5
Leaf_21b,1,7,1402.167,1817.5
Leaf_21b,1,8,975.75,1748.75
Leaf_21b,1,9,1368.625,1722.0
Leaf_21b,1,10,1054.5,1900.5
Leaf_21b,1,11,1308.5,1881.5
Leaf_21b,1,12,1145.5,1881.167
Leaf_21b,1,13,1224.5,1877.5
Leaf_21b,1,14,1110.5,1800.5
Leaf_21b,1,15,1246.5,1817.5
Leaf_22a,1,1,1235.5,1527.5
Leaf_22a,1,2,1209.167,2143.833
Leaf_22a,1,3,1161.75,2093.75
Leaf_22a,1,4,1257.75,2084.875
Leaf_22a,1,5,1209.167,2062.833
Leaf_22a,1,6,962.5,2069.833
Leaf_22a,1,7,1446.333,2056.167
Leaf_22a,1,8,976.5,1960.0
Leaf_22a,1,9,1420.625,1958.75
Leaf_22a,1,10,1103.5,2124.167
Leaf_22a,1,11,1334.5,2112.75
Leaf_22a,1,12,1120.0,2035.0
Leaf_22a,1,13,1286.5,2034.167
Leaf_22a,1,14,1090.0,1929.5
Leaf_22a,1,15,1313.0,1950.5
Leaf_22b,1,1,1210.25,1399.75
Leaf_22b,1,2,1196.5,2334.5
Leaf_22b,1,3,1178.833,2305.167
Leaf_22b,1,4,1207.5,2312.167
Leaf_22b,1,5,1177.75,2103.0
Leaf_22b,1,6,878.0,2144.833
Leaf_22b,1,7,1429.5,2061.75
Leaf_22b,1,8,903.5,1994.5
Leaf_22b,1,9,1390.5,1942.5
Leaf_22b,1,10,1068.5,2204.5
Leaf_22b,1,11,1322.0,2154.5
Leaf_22b,1,12,1143.833,2209.167
Leaf_22b,1,13,1233.5,2145.5
Leaf_22b,1,14,1104.0,2106.25
Leaf_22b,1,15,1261.167,2039.167
Leaf_23a,1,1,1171.833,1710.833
Leaf_23a,1,2,1154.833,2125.167
Leaf_23a,1,3,1138.167,2102.5
Leaf_23a,1,4,1175.833,2085.167
Leaf_23a,1,5,1158.5,2010.833
Leaf_23a,1,6,1012.5,2015.167
Leaf_23a,1,7,1309.75,2007.25
Leaf_23a,1,8,1047.875,1940.75
Leaf_23a,1,9,1264.75,1897.75
Leaf_23a,1,10,1056.833,2068.333
Leaf_23a,1,11,1250.5,2091.5
Leaf_23a,1,12,1114.5,2050.75
Leaf_23a,1,13,1210.0,2034.0
Leaf_23a,1,14,1098.5,2005.25
Leaf_23a,1,15,1224.5,1982.5
Leaf_23b,1,1,1236.167,1807.167
Leaf_23b,1,2,1240.833,2224.167
Leaf_23b,1,3,1219.0,2183.5
Leaf_23b,1,4,1256.833,2185.167
Leaf_23b,1,5,1243.5,2113.167
Leaf_23b,1,6,1118.5,2123.833
Leaf_23b,1,7,1394.667,2102.5
Leaf_23b,1,8,1142.167,2032.5
Leaf_23b,1,9,1367.0,2014.375
Leaf_23b,1,10,1171.833,2188.5
Leaf_23b,1,11,1339.375,2159.875
Leaf_23b,1,12,1198.0,2133.5
Leaf_23b,1,13,1293.5,2138.0
Leaf_23b,1,14,1179.833,2090.833
Leaf_23b,1,15,1307.5,2111.0
Leaf_24a,1,1,1165.0,1805.5
Leaf_24a,1,2,1145.833,2201.833
Leaf_24a,1,3,1119.167,2169.667
Leaf_24a,1,4,1194.5,2161.0
Leaf_24a,1,5,1153.5,2117.5
Leaf_24a,1,6,1012.5,2094.5
Leaf_24a,1,7,1316.167,2141.167
